iter	Passed	Remaining
553	27036	2244
554	27082	2195
555	27132	2147
556	27177	2098
557	27224	2049
558	27276	2000
559	27322	1951
560	27368	1902
561	27416	1853
562	27463	1804
563	27509	1755
564	27557	1707
565	27606	1658
566	27652	1609
567	27702	1560
568	27754	1512
569	27805	1463
570	27856	1414
571	27903	1365
572	27953	1317
573	28002	1268
574	28048	1219
575	28095	1170
576	28144	1121
577	28187	1072
578	28234	1024
579	28280	975
580	28327	926
581	28374	877
582	28420	828
583	28468	779
584	28515	731
585	28562	682
586	28607	633
587	28653	584
588	28701	536
589	28750	487
590	28797	438
591	28845	389
592	28892	341
593	29001	292
594	29056	244
595	29113	195
596	29170	146
597	29227	97
598	29325	48
599	29387	0
