iter	Logloss
340	0.2034163907
341	0.2031233859
342	0.2027848386
343	0.2022932571
344	0.2018638709
345	0.2014961839
346	0.2011436836
347	0.2007630581
348	0.2004236008
349	0.1999655001
350	0.1996959504
351	0.1993720331
352	0.1989200889
353	0.198500174
354	0.1982021686
355	0.1979164484
356	0.1975436442
357	0.1971720692
358	0.1968233116
359	0.1965055578
360	0.1961976627
361	0.195783236
362	0.1954137807
363	0.195255133
364	0.194911468
365	0.1945536298
366	0.1941934622
367	0.1940136229
368	0.193755994
369	0.1933458513
370	0.1928418325
371	0.1924938208
372	0.192178167
373	0.1919263274
374	0.1917038972
375	0.1912193439
376	0.190964155
377	0.190662569
378	0.1901898004
379	0.19001644
380	0.1895705748
381	0.1893770778
382	0.1892252176
383	0.1888071392
384	0.1885544648
385	0.1883701473
386	0.1881698661
387	0.1878377337
388	0.1875187079
389	0.187167492
390	0.1866248343
391	0.1862046057
392	0.1859815019
393	0.1855871576
394	0.1851418718
395	0.184915295
396	0.1847531514
397	0.1844521272
398	0.1841356447
399	0.1838653555
400	0.1836171457
401	0.1833337604
402	0.1830973086
403	0.1828473517
404	0.1826322027
405	0.1822885458
406	0.181917025
407	0.1816124652
408	0.1813295668
409	0.1809741349
410	0.1805639637
411	0.1803314818
412	0.1801365403
413	0.1798718524
414	0.1796247784
415	0.1794198251
416	0.1790226694
417	0.1787712553
418	0.1786022423
419	0.178341931
420	0.1780842844
421	0.177810864
422	0.1775813096
423	0.1772165564
424	0.1769461301
425	0.1765067767
426	0.1761682297
427	0.1758189946
428	0.175685923
429	0.1753668213
430	0.1750760489
431	0.1747946528
432	0.1744332464
433	0.1741827488
434	0.1738929436
435	0.17367197
436	0.1733600233
437	0.173235208
438	0.1729168617
439	0.1726316499
440	0.1723125911
441	0.1720954657
442	0.171869972
443	0.1716565235
444	0.1714393801
445	0.1711507203
446	0.1709917573
447	0.1707868935
448	0.1705514378
449	0.1704282069
450	0.1701424528
451	0.1698375724
452	0.1696125522
453	0.1694539838
454	0.169263065
455	0.1689041003
456	0.1686445572
457	0.1684130999
458	0.1681083748
459	0.1679763065
460	0.167732025
461	0.1672855041
462	0.1671721285
463	0.1668964989
464	0.1667409626
465	0.166471838
466	0.1662597459
467	0.1659291409
468	0.1657077922
469	0.1654565755
470	0.1652589941
471	0.165136672
472	0.1650011318
473	0.1648297956
474	0.1645759715
475	0.1643584567
476	0.1641485548
477	0.1638337357
478	0.16347756
479	0.1632129071
480	0.1631186821
481	0.1628534455
482	0.1626624086
483	0.1623930602
484	0.1620670401
485	0.1618369166
486	0.1614832531
487	0.1611791922
488	0.1609802841
489	0.1607311278
490	0.1605700109
491	0.1602770774
492	0.1600828845
493	0.159715396
494	0.1595096844
495	0.1592609785
496	0.1590644122
497	0.1588067636
498	0.1585009587
499	0.158315131
500	0.1581149326
501	0.1577349129
502	0.1574295863
503	0.1571626172
504	0.156985215
505	0.1565763139
506	0.1563853618
507	0.1561616493
508	0.1559295043
509	0.1556653224
510	0.1555163357
511	0.1553506353
512	0.1551037786
513	0.1548603499
514	0.1546409751
515	0.1544441897
516	0.1542556384
517	0.1539607111
518	0.153739625
519	0.1535876871
520	0.1532236933
521	0.1529503625
522	0.1527168827
523	0.1524785218
524	0.152256579
525	0.152109568
526	0.1518773302
527	0.1516120406
528	0.1513363619
529	0.1511582492
530	0.1509909865
531	0.1507837234
532	0.1505422611
533	0.1504400176
534	0.1501052677
535	0.1499048478
536	0.1496363748
537	0.1494048627
538	0.1492609775
539	0.1490628235
540	0.1488885561
541	0.1486666084
542	0.1484844208
543	0.1482138011
544	0.1479880617
545	0.1477768001
546	0.1476170234
547	0.1474360867
548	0.1472449506
549	0.1469982603
550	0.1467682162
551	0.1465403121
552	0.146404962
553	0.146183977
554	0.1459890536
555	0.1458032422
556	0.1456444255
557	0.1454271639
558	0.1450848026
559	0.1449275362
560	0.1446990194
561	0.1445670417
562	0.1443518268
563	0.1440924925
564	0.1438953357
565	0.1435870024
566	0.1433386604
567	0.1431293719
568	0.1429764956
569	0.1427411936
570	0.1426224407
571	0.1424700596
572	0.1422799624
573	0.142023667
574	0.141905982
575	0.1415943405
576	0.1414955703
577	0.1413613612
578	0.1411890181
579	0.1409771152
580	0.1407615565
581	0.1405817637
582	0.1403992456
583	0.1402074422
584	0.1399968327
585	0.1398525184
586	0.1397431357
587	0.1395872885
588	0.139354871
589	0.1390589659
590	0.1389022389
591	0.1388263333
592	0.1387017253
593	0.1385037002
594	0.1383551138
595	0.1380531284
596	0.1378333112
597	0.1375312108
598	0.1373877244
599	0.1372846304
